DrugID,DiseaseCount,AssociatedDiseases1,AssociatedDiseases2,AssociatedDiseases3,AssociatedDiseases4,AssociatedDiseases5,AssociatedDiseases6,AssociatedDiseases7,AssociatedDiseases8,AssociatedDiseases9,AssociatedDiseases10,AssociatedDiseases11,AssociatedDiseases12,AssociatedDiseases13,AssociatedDiseases14,AssociatedDiseases15,AssociatedDiseases16,AssociatedDiseases17,AssociatedDiseases18,AssociatedDiseases19,AssociatedDiseases20,AssociatedDiseases21,AssociatedDiseases22,DrugName,AssociatedDiseases1_Name,AssociatedDiseases2_Name,AssociatedDiseases3_Name,AssociatedDiseases4_Name,AssociatedDiseases5_Name,AssociatedDiseases6_Name,AssociatedDiseases7_Name,AssociatedDiseases8_Name,AssociatedDiseases9_Name,AssociatedDiseases10_Name,AssociatedDiseases11_Name,AssociatedDiseases12_Name,AssociatedDiseases13_Name,AssociatedDiseases14_Name,AssociatedDiseases15_Name,AssociatedDiseases16_Name,AssociatedDiseases17_Name,AssociatedDiseases18_Name,AssociatedDiseases19_Name,AssociatedDiseases20_Name,AssociatedDiseases21_Name,AssociatedDiseases22_Name
DB00733,1,D254200,,,,,,,,,,,,,,,,,,,,,,DB00733,MYASTHENIA GRAVIS; MG,,,,,,,,,,,,,,,,,,,,,
DB00734,8,D137580,D181500,D182830,D225740,D225755,D260970,D300494,D608033,,,,,,,,,,,,,,,DB00734,D137580,SCHIZOPHRENIA; SCZD,"SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND DEMENTIA",D225740,D225755,D260970,D300494,D608033,,,,,,,,,,,,,,
DB00736,3,D109350,D190310,D600263,,,,,,,,,,,,,,,,,,,,DB00736,GASTROESOPHAGEAL REFLUX; GER,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,
DB00741,3,D125600,D166760,D233810,,,,,,,,,,,,,,,,,,,,DB00741,DERMATOSIS PAPULOSA NIGRA,D166760,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA",,,,,,,,,,,,,,,,,,,
DB00744,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB00744,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",D600807,,,,,,,,,,,,,,,,,,,,
DB00745,4,D107650,D126200,D136200,D143465,,,,,,,,,,,,,,,,,,,DB00745,"APNEA, OBSTRUCTIVE SLEEP","MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS",FLUSHING OF EARS AND SOMNOLENCE,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,,,,,,,,,,,,,,,,,,
DB00747,7,D107550,D125320,D158280,D168100,D168600,D190310,D226150,,,,,,,,,,,,,,,,DB00747,"AORTIC ARCH INTERRUPTION, FACIAL PALSY, AND RETINAL COLOBOMA",DEMENTIA/PARKINSONISM WITH NON-ALZHEIMER AMYLOID PLAQUES,D158280,"PARALYSIS AGITANS, JUVENILE, OF HUNT","PARKINSON DISEASE, LATE-ONSET; PD",D190310,D226150,,,,,,,,,,,,,,,
DB00749,6,D140600,D147530,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,DB00749,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,D147530,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,D607459,D607850,,,,,,,,,,,,,,,,
DB00750,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00750,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB00754,2,D217200,D239350,,,,,,,,,,,,,,,,,,,,,DB00754,"CONVULSIVE DISORDER, FAMILIAL, WITH PRENATAL OR EARLY ONSET","HYPERPHOSPHATEMIA, POLYURIA, AND SEIZURES",,,,,,,,,,,,,,,,,,,,
DB00755,6,D145100,D145200,D151590,D182000,D276300,D604416,,,,,,,,,,,,,,,,,DB00755,D145100,D145200,LICHEN SCLEROSUS ET ATROPHICUS; LSA,"KERATOSIS, SEBORRHEIC",MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE; PAPA",,,,,,,,,,,,,,,,
DB00757,1,D145590,,,,,,,,,,,,,,,,,,,,,,DB00757,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",,,,,,,,,,,,,,,,,,,,,
DB00758,3,D125310,D540000,D601367,,,,,,,,,,,,,,,,,,,,DB00758,D125310,D540000,D601367,,,,,,,,,,,,,,,,,,,
DB00759,3,D137400,D600263,D604416,,,,,,,,,,,,,,,,,,,,DB00759,GEOGRAPHIC AND FISSURED TONGUE,D600263,"PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE; PAPA",,,,,,,,,,,,,,,,,,,
DB00762,4,D114500,D223350,D246470,D276300,,,,,,,,,,,,,,,,,,,DB00762,COLORECTAL CANCER; CRC,DOHLE BODIES AND LEUKEMIA,"LEUKEMIA, ACUTE MYELOCYTIC, WITH POLYPOSIS COLI AND COLON CANCER",MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,
DB00763,1,D275000,,,,,,,,,,,,,,,,,,,,,,DB00763,GRAVES DISEASE; GRD,,,,,,,,,,,,,,,,,,,,,
DB00764,3,D208550,D233810,D600807,,,,,,,,,,,,,,,,,,,,DB00764,D208550,D233810,D600807,,,,,,,,,,,,,,,,,,,
DB00765,1,D171300,,,,,,,,,,,,,,,,,,,,,,DB00765,D171300,,,,,,,,,,,,,,,,,,,,,
DB00767,1,D145590,,,,,,,,,,,,,,,,,,,,,,DB00767,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",,,,,,,,,,,,,,,,,,,,,
DB00771,2,D191390,D226150,,,,,,,,,,,,,,,,,,,,,DB00771,D191390,ENTEROCOLITIS,,,,,,,,,,,,,,,,,,,,
DB00773,4,D182280,D236000,D273300,D276300,,,,,,,,,,,,,,,,,,,DB00773,SMALL CELL CANCER OF THE LUNG,D236000,TESTICULAR GERM CELL TUMOR; TGCT,D276300,,,,,,,,,,,,,,,,,,
DB00775,1,D608320,,,,,,,,,,,,,,,,,,,,,,DB00775,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1",,,,,,,,,,,,,,,,,,,,,
DB00776,11,D208700,D217200,D267740,D300491,D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,,,,,,,DB00776,D208700,"CONVULSIVE DISORDER, FAMILIAL, WITH PRENATAL OR EARLY ONSET",RETINAL DEGENERATION AND EPILEPSY,"EPILEPSY, X-LINKED 1, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS; EPILX1",D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,,,,,,
DB00783,5,D102500,D114480,D176807,D215470,D311360,,,,,,,,,,,,,,,,,,DB00783,HAJDU-CHENEY SYNDROME; HJCYS,D114480,D176807,BOUCHER-NEUHAUSER SYNDROME; BNHS,D311360,,,,,,,,,,,,,,,,,
DB00787,1,D268320,,,,,,,,,,,,,,,,,,,,,,DB00787,RODRIGUES BLINDNESS,,,,,,,,,,,,,,,,,,,,,
DB00788,12,D133600,D133690,D140600,D145590,D147530,D150600,D157300,D165720,D208230,D252320,D607459,D607850,,,,,,,,,,,DB00788,EXOSTOSES OF HEEL,D133690,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,D145590,D147530,D150600,D157300,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,D252320,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,
DB00790,3,D125310,D146255,D608320,,,,,,,,,,,,,,,,,,,,DB00790,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1; CADASIL1","HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS","CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1",,,,,,,,,,,,,,,,,,,
DB00794,17,D121201,D132090,D132100,D132300,D190300,D190310,D208700,D217200,D267740,D300491,D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,DB00794,D121201,"EPILEPSY, BENIGN OCCIPITAL; BOE",PHOTOPAROXYSMAL RESPONSE 1; PPR1,"EPILEPSY, READING",D190300,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER",D208700,D217200,RETINAL DEGENERATION AND EPILEPSY,D300491,D600131,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7; EIG7","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11","EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1","FEBRILE SEIZURES, FAMILIAL, 8; FEB8","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9","EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC",,,,,
DB00795,2,D104130,D266600,,,,,,,,,,,,,,,,,,,,,DB00795,"ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY",D266600,,,,,,,,,,,,,,,,,,,,
DB00796,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00796,D161900,D608622,,,,,,,,,,,,,,,,,,,,
DB00800,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00800,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,,,
DB00804,2,D304790,D600351,,,,,,,,,,,,,,,,,,,,,DB00804,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX","ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",,,,,,,,,,,,,,,,,,,,
DB00806,4,D125310,D188050,D540000,D601367,,,,,,,,,,,,,,,,,,,DB00806,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1; CADASIL1",D188050,"MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, LACTIC ACIDOSIS, AND STROKE-LIKE EPISODES; MELAS",D601367,,,,,,,,,,,,,,,,,,
DB00808,5,D161900,D215140,D256370,D600351,D608622,,,,,,,,,,,,,,,,,,DB00808,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D215140,"NEPHROTIC SYNDROME, TYPE 4; NPHS4","ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",D608622,,,,,,,,,,,,,,,,,
DB00810,2,D125320,D168100,,,,,,,,,,,,,,,,,,,,,DB00810,D125320,"PARALYSIS AGITANS, JUVENILE, OF HUNT",,,,,,,,,,,,,,,,,,,,
DB00813,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00813,D147530,,,,,,,,,,,,,,,,,,,,,
DB00814,6,D133690,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,DB00814,D133690,D140600,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,D208230,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",D607850,,,,,,,,,,,,,,,,
DB00816,3,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,,DB00816,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,
DB00819,6,D147480,D215140,D217200,D239350,D243200,D600351,,,,,,,,,,,,,,,,,DB00819,D147480,GREENBERG DYSPLASIA; GRBGD,D217200,D239350,D243200,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",,,,,,,,,,,,,,,,
DB00820,2,D161900,D178600,,,,,,,,,,,,,,,,,,,,,DB00820,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D178600,,,,,,,,,,,,,,,,,,,,
DB00822,1,D103780,,,,,,,,,,,,,,,,,,,,,,DB00822,D103780,,,,,,,,,,,,,,,,,,,,,
DB00829,3,D156000,D217200,D601042,,,,,,,,,,,,,,,,,,,,DB00829,MENIERE DISEASE,D217200,DYSTONIA 9; DYT9,,,,,,,,,,,,,,,,,,,
DB00831,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB00831,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,,
DB00839,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB00839,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1; MODY1",D125851,D125853,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3",,,,,,,,,,,,,,,,,,
DB00843,3,D104300,D125320,D605055,,,,,,,,,,,,,,,,,,,,DB00843,"ALZHEIMER DISEASE, FAMILIAL, 1; AD1",DEMENTIA/PARKINSONISM WITH NON-ALZHEIMER AMYLOID PLAQUES,D605055,,,,,,,,,,,,,,,,,,,
DB00844,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00844,D147530,,,,,,,,,,,,,,,,,,,,,
DB00846,1,D233810,,,,,,,,,,,,,,,,,,,,,,DB00846,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA",,,,,,,,,,,,,,,,,,,,,
DB00848,1,D276300,,,,,,,,,,,,,,,,,,,,,,DB00848,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,,,
DB00851,6,D155600,D155601,D236000,D256700,D268220,D276300,,,,,,,,,,,,,,,,,DB00851,D155600,D155601,D236000,D256700,RHABDOMYOSARCOMA 2; RMS2,D276300,,,,,,,,,,,,,,,,
DB00852,4,D145590,D208550,D600807,D608088,,,,,,,,,,,,,,,,,,,DB00852,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",D208550,"ASTHMA, SUSCEPTIBILITY TO","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,
DB00853,3,D155600,D155601,D276300,,,,,,,,,,,,,,,,,,,,DB00853,D155600,D155601,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,
DB00860,7,D126200,D146850,D147540,D215140,D276300,D304790,D600351,,,,,,,,,,,,,,,,DB00860,D126200,IMMUNE SUPPRESSION; IS,"INSECT STINGS, HYPERSENSITIVITY TO",GREENBERG DYSPLASIA; GRBGD,D276300,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX",D600351,,,,,,,,,,,,,,,
DB00861,6,D140600,D147530,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,DB00861,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,OSTEOARTHRITIS SUSCEPTIBILITY 1; OS1,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,D607459,OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,,,,,,,,
DB00863,3,D109350,D190310,D304790,,,,,,,,,,,,,,,,,,,,DB00863,GASTROESOPHAGEAL REFLUX; GER,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER","IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX",,,,,,,,,,,,,,,,,,,
DB00864,1,D603165,,,,,,,,,,,,,,,,,,,,,,DB00864,D603165,,,,,,,,,,,,,,,,,,,,,
DB00865,3,D264120,D303110,D601665,,,,,,,,,,,,,,,,,,,,DB00865,D264120,D303110,OBESITY,,,,,,,,,,,,,,,,,,,
DB00868,1,D608088,,,,,,,,,,,,,,,,,,,,,,DB00868,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,,,,
DB00869,4,D137750,D137760,D161900,D601682,,,,,,,,,,,,,,,,,,,DB00869,D137750,"GLAUCOMA, PRIMARY OPEN ANGLE; POAG",D161900,"GLAUCOMA 1, PRIMARY OPEN ANGLE, C; GLC1C",,,,,,,,,,,,,,,,,,
DB00871,3,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,,DB00871,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",D210050,"ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,
DB00876,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00876,D161900,D608622,,,,,,,,,,,,,,,,,,,,
DB00880,7,D161900,D203700,D210050,D215140,D256370,D600351,D608622,,,,,,,,,,,,,,,,DB00880,D161900,MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A,"BERRY ANEURYSM, CIRRHOSIS, PULMONARY EMPHYSEMA, AND CEREBRAL CALCIFICATION",D215140,"NEPHROTIC SYNDROME, TYPE 4; NPHS4",D600351,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,
DB00881,3,D146255,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB00881,D146255,D161900,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,
DB00882,1,D270960,,,,,,,,,,,,,,,,,,,,,,DB00882,SPERMATOGENIC FAILURE 4; SPGF4,,,,,,,,,,,,,,,,,,,,,
DB00883,4,D109350,D161900,D178600,D608320,,,,,,,,,,,,,,,,,,,DB00883,D109350,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","PULMONARY HYPERTENSION, PRIMARY, 1; PPH1","CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1",,,,,,,,,,,,,,,,,,
DB00884,4,D102500,D166710,D167320,D602080,,,,,,,,,,,,,,,,,,,DB00884,D102500,OSTEOPOROSIS,D167320,"PAGET DISEASE OF BONE 2, EARLY-ONSET; PDB2",,,,,,,,,,,,,,,,,,
DB00887,10,D146255,D161900,D166300,D203700,D208300,D210050,D215140,D256370,D600351,D608622,,,,,,,,,,,,,DB00887,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME; HDRS","RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",MULTICENTRIC CARPOTARSAL OSTEOLYSIS SYNDROME; MCTO,D203700,D208300,"BERRY ANEURYSM, CIRRHOSIS, PULMONARY EMPHYSEMA, AND CEREBRAL CALCIFICATION",D215140,D256370,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,
DB00889,1,D145590,,,,,,,,,,,,,,,,,,,,,,DB00889,D145590,,,,,,,,,,,,,,,,,,,,,
DB00898,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00898,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB00899,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00899,D147530,,,,,,,,,,,,,,,,,,,,,
DB00901,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB00901,D208550,"ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,,
DB00903,8,D161900,D203700,D208300,D210050,D215140,D256370,D600351,D608622,,,,,,,,,,,,,,,DB00903,D161900,MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A,D208300,D210050,D215140,"NEPHROTIC SYNDROME, TYPE 4; NPHS4","ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",D608622,,,,,,,,,,,,,,
DB00904,3,D103780,D145590,D164230,,,,,,,,,,,,,,,,,,,,DB00904,ALCOHOL DEPENDENCE,D145590,OBSESSIVE-COMPULSIVE DISORDER; OCD,,,,,,,,,,,,,,,,,,,
DB00905,4,D137750,D137760,D161900,D601682,,,,,,,,,,,,,,,,,,,DB00905,D137750,D137760,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","GLAUCOMA 1, PRIMARY OPEN ANGLE, C; GLC1C",,,,,,,,,,,,,,,,,,
DB00906,1,D217200,,,,,,,,,,,,,,,,,,,,,,DB00906,D217200,,,,,,,,,,,,,,,,,,,,,
DB00907,2,D147530,D608088,,,,,,,,,,,,,,,,,,,,,DB00907,D147530,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,,,
DB00908,3,D115000,D607554,D608583,,,,,,,,,,,,,,,,,,,,DB00908,D115000,"ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3","ATRIAL FIBRILLATION, FAMILIAL, 1; ATFB1",,,,,,,,,,,,,,,,,,,
DB00909,13,D190300,D208700,D217200,D239350,D267740,D300491,D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,,,,,DB00909,"TREMOR, HEREDITARY ESSENTIAL, 1; ETM1",D208700,D217200,D239350,D267740,D300491,D600131,D604827,D607628,D607631,D607681,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9","EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC",,,,,,,,,
DB00912,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB00912,D125850,D125851,TYPE 2 DIABETES MELLITUS; T2D,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3; MODY3",,,,,,,,,,,,,,,,,,
DB00915,3,D119500,D126200,D168100,,,,,,,,,,,,,,,,,,,,DB00915,POPLITEAL PTERYGIUM SYNDROME; PPS,D126200,D168100,,,,,,,,,,,,,,,,,,,
DB00917,1,D231090,,,,,,,,,,,,,,,,,,,,,,DB00917,"HYDATIDIFORM MOLE, RECURRENT, 1; HYDM1",,,,,,,,,,,,,,,,,,,,,
DB00918,1,D157300,,,,,,,,,,,,,,,,,,,,,,DB00918,D157300,,,,,,,,,,,,,,,,,,,,,
DB00921,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00921,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB00924,5,D147530,D157300,D160750,D200170,D601042,,,,,,,,,,,,,,,,,,DB00924,D147530,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1",MYOSITIS,ACANTHOSIS NIGRICANS WITH MUSCLE CRAMPS AND ACRAL ENLARGEMENT,D601042,,,,,,,,,,,,,,,,,
DB00925,1,D171300,,,,,,,,,,,,,,,,,,,,,,DB00925,PHEOCHROMOCYTOMA,,,,,,,,,,,,,,,,,,,,,
DB00927,4,D109350,D190310,D304790,D600263,,,,,,,,,,,,,,,,,,,DB00927,D109350,D190310,"IMMUNODYSREGULATION, POLYENDOCRINOPATHY, AND ENTEROPATHY, X-LINKED; IPEX",D600263,,,,,,,,,,,,,,,,,,
DB00928,3,D247200,D258360,D601004,,,,,,,,,,,,,,,,,,,,DB00928,D247200,D258360,"PORTAL VEIN, CAVERNOUS TRANSFORMATION OF",,,,,,,,,,,,,,,,,,,
DB00929,2,D140600,D190310,,,,,,,,,,,,,,,,,,,,,DB00929,D140600,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER",,,,,,,,,,,,,,,,,,,,
DB00933,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB00933,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,,
DB00936,4,D106400,D125600,D147530,D604416,,,,,,,,,,,,,,,,,,,DB00936,D106400,D125600,D147530,"PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE; PAPA",,,,,,,,,,,,,,,,,,
DB00937,2,D264120,D601665,,,,,,,,,,,,,,,,,,,,,DB00937,D264120,OBESITY,,,,,,,,,,,,,,,,,,,,
DB00938,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB00938,D208550,D600807,,,,,,,,,,,,,,,,,,,,
DB00939,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB00939,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB00945,13,D107320,D125310,D140600,D145590,D147530,D150600,D152700,D157300,D165720,D208230,D601367,D607459,D607850,,,,,,,,,,DB00945,D107320,D125310,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,LEGG-CALVE-PERTHES DISEASE; LCPD,D152700,D157300,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,"STROKE, ISCHEMIC","SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3,,,,,,,,,
DB00947,1,D114480,,,,,,,,,,,,,,,,,,,,,,DB00947,BREAST CANCER,,,,,,,,,,,,,,,,,,,,,
DB00949,1,D102100,,,,,,,,,,,,,,,,,,,,,,DB00949,"ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA",,,,,,,,,,,,,,,,,,,,,
DB00952,1,D157300,,,,,,,,,,,,,,,,,,,,,,DB00952,D157300,,,,,,,,,,,,,,,,,,,,,
DB00953,1,D157300,,,,,,,,,,,,,,,,,,,,,,DB00953,D157300,,,,,,,,,,,,,,,,,,,,,
DB00956,2,D147530,D608088,,,,,,,,,,,,,,,,,,,,,DB00956,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE I, WITH COUGH AND GASTROESOPHAGEAL REFLUX",,,,,,,,,,,,,,,,,,,,
DB00957,3,D131200,D192000,D604416,,,,,,,,,,,,,,,,,,,,DB00957,D131200,UTERINE ANOMALIES,D604416,,,,,,,,,,,,,,,,,,,
DB00958,4,D109800,D133239,D259500,D276300,,,,,,,,,,,,,,,,,,,DB00958,BLADDER CANCER,ESOPHAGEAL CANCER,D259500,D276300,,,,,,,,,,,,,,,,,,
DB00959,6,D109100,D140600,D146850,D147540,D208550,D276300,,,,,,,,,,,,,,,,,DB00959,AUTOIMMUNE DISEASE,D140600,IMMUNE SUPPRESSION; IS,D147540,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",D276300,,,,,,,,,,,,,,,,
DB00960,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB00960,D161900,D608622,,,,,,,,,,,,,,,,,,,,
DB00963,2,D115645,D212350,,,,,,,,,,,,,,,,,,,,,DB00963,"CATARACT, ABERRANT ORAL FRENULA, AND GROWTH RETARDATION",D212350,,,,,,,,,,,,,,,,,,,,
